version,device name,recording time,platform,appVersion,device id,sensors,sampleRateMs
3,SM-G998B,2023-02-14_13-57-24,android,1.12.0,1270a9e8-7abf-4210-9d25-90cc906147b2,Accelerometer|Orientation|Annotation|TotalAcceleration|AccelerometerUncalibrated,10|10||10|10
