tid;acceleration
6,73;7,48174015138689
6,74;9,65040170674693
6,75;10,7632366480626
6,76;11,5176870205565
6,77;9,48717465162207
6,78;7,49155483529801
6,79;5,76734314248795
6,8;3,93926093597163
6,81;1,30323264617483
6,82;-1,24961055081931
6,83;-3,15540707868051
6,84;-5,05648835764842
6,85;-6,92089255915599
6,86;-8,73165929710854
6,87;-10,1252125540981
6,88;-11,3866966358388
6,89;-11,6208942524157
6,9;-11,9453240432514
6,91;-12,971615499862
6,92;-13,9311256555026
6,93;-14,3708071855017
6,94;-14,5916756929364
6,95;-13,1092938722566
6,96;-11,5542258592177
6,97;-9,43336528259107
6,98;-7,50116504268952
6,99;-7,03750527935301
7;-5,85426400768315
7,01;0,930231822857562
7,02;8,59650880763907
7,03;23,1266096300672
7,04;35,9224265785888
7,05;35,2185004921635
7,06;32,9085748727778
7,07;18,0974772508495
7,08;4,85864560136102
7,09;3,85840241440963
7,1;3,18906766083354
7,11;5,09553891327223
7,12;6,81719244906178
7,13;7,10021663436549
7,14;7,26553315444293
7,15;6,51527273459735
7,16;5,57459322675881
7,17;3,14952803039867
7,18;0,898608893163233
7,19;0,0039068338389273
7,2;-1,00102571266469
7,21;-2,86378968340211
7,22;-4,74059892243438
7,23;-6,72668426283275
7,24;-8,62127663993822
7,25;-9,8042004337301
7,26;-11,0249991277709
7,27;-12,5404038290048
7,28;-13,9288542859491
7,29;-14,3298042409357
7,3;-14,6130403858847
7,31;-13,9806517941179
7,32;-13,2781764697741
7,33;-12,0305387210567
7,34;-10,6035915279977
7,35;-7,78190430647062
7,36;-4,74244978467823
7,37;-0,00911476651691148
7,38;5,01896920751806
7,39;12,3397275502558
7,4;19,6507012871143
7,41;26,8855664757077
7,42;32,0339185468787
7,43;20,9525434248084
7,44;10,8222150910201
7,45;8,08950616004888
7,46;6,08514630908858
7,47;9,74617469424833
7,48;12,8000954192121
7,49;11,1316917937226
7,5;9,48488251548173
7,51;8,00604264121415
7,52;6,55445969323544
7,53;5,31489193658349
7,54;4,02500802110768
7,55;2,34374505113817
7,56;0,567591913121421
7,57;-1,94665461516531
7,58;-4,38618562306419
7,59;-6,24440906132845
7,6;-8,04768063491921
7,61;-9,42341138786317
7,62;-10,6449108013999
7,63;-10,6664474145482
7,64;-10,7854518603426
7,65;-11,6625997947856
7,66;-12,4945303629499
7,67;-12,9746572207078
7,68;-13,2349307840327
7,69;-11,7846844499578
7,7;-10,448536495289
7,71;-10,0001057283119
7,72;-9,18401875414741
7,73;-5,5081558726113
7,74;-1,81838780084498
7,75;1,97961889192805
7,76;6,68023975528204
7,77;18,3932703030266
7,78;28,5530623835064
7,79;26,6369910421241
7,8;23,6374179227782
7,81;12,2078990303295
7,82;2,34232693656131
7,83;4,64764099293582
7,84;6,86491851407329
7,85;8,39691571790019
7,86;9,53884609313929
7,87;7,64447887511902
