Tid;Hastighet
3,23;10,298068961308545
3,24;10,299658121179084
3,25;10,171746070181
3,2600000000000002;10,189837712622767
3,27;10,228582198141464
3,2800000000000002;11,603879895937485
3,29;11,699393401957368
3,3000000000000003;11,587121207980628
3,31;12,076361775094625
3,3200000000000003;12,406707108621218
3,33;12,590716197926062
3,34;12,616415625819695
3,35;12,559513971655834
3,36;9,371088572553962
3,37;9,531069740904965
3,38;10,083065797213886
3,39;9,527537568124556
3,4;9,411492551580823
3,41;9,45926108607628
3,42;10,263421877907406
3,43;10,384759689936903
3,44;9,892980259888644
3,45;9,717791691770714
3,46;12,406221327315086
3,47;12,176967149677887
3,48;12,178797447318711
3,49;12,19169736557903
3,5;12,09796913987554
3,5100000000000002;11,921338822348924
3,52;11,95381516446951
3,5300000000000002;11,895306039751034
3,54;12,214007755604372
3,5500000000000003;12,195821418095985
3,56;10,653446164408795
3,5700000000000003;9,320063387986874
3,58;9,791087728450046
3,59;9,9941472787352
3,6;9,981605234390738
3,61;9,67935078312726
3,62;9,46950892383446
3,63;9,574276799459101
3,64;10,004535822697628
3,65;9,895856840566898
3,66;9,887182684796153
3,67;10,130301146738926
3,68;10,542821206081426
3,69;10,587736796647112
3,7;10,691029671846406
3,71;12,281814996917191
3,72;12,683843197916653
3,73;13,070732471471738
3,74;12,971331826775147
3,75;12,081551352694012
3,7600000000000002;8,432877011759869
3,77;8,368955835429484
3,7800000000000002;8,87478231329699
3,79;9,96506195867714
3,8000000000000003;10,469819461394602
3,81;10,435889359063948
3,8200000000000003;10,354513857206719
3,83;10,334201588550874
3,84;10,333079523379025
3,85;9,90421386599275
3,86;9,906033989893112
3,87;11,097856063814854
3,88;11,476418525885077
3,89;11,682081728601105
3,9;12,579657685065687
3,91;12,562498300090567
3,92;12,069863393776888
3,93;12,658444140180979
3,94;12,810858481701073
3,95;13,198700691277754
3,96;13,755018755126793
3,97;13,81224054562255
3,98;12,206130194523695
3,99;10,58955021210851
4,;10,63154311876997
4,01;10,498559126581162
4,0200000000000005;10,381279184401528
4,03;10,239256018896222
4,04;10,234209272818944
4,05;10,194433071011304
4,0600000000000005;10,09229411761115
4,07;10,102280529330706
4,08;10,164042498271368
4,09;10,671646873967997
4,1;10,594387136829953
4,11;10,842065762391515
4,12;12,735190445407982
4,13;12,656600977770738
4,14;12,341085274810174
4,15;12,031412126730554
4,16;10,548668962113066
4,17;10,165554389974254
4,18;10,202917652084906
4,19;10,383821756794099
4,2;10,127843820126206
4,21;10,090770755003545
4,22;10,155844279673982
4,23;10,433973546052364
4,24;12,163734411532777
4,25;12,118000379597898
4,26;11,904020802175678
4,2700000000000005;11,102879016240852
4,28;11,090329718332347
4,29;10,84140184782414
4,3;10,833447672333653
4,3100000000000005;11,410614341222374
4,32;12,259640945416772
4,33;12,902541076750872
4,34;13,62754772794559
4,3500000000000005;14,034864022371332
4,36;14,08204334347202
4,37;13,618741494676028
4,38;12,540480884071467
4,39;10,692677386660824
4,4;10,792457803102407
4,41;11,501723765397045
4,42;10,392854823844146
4,43;10,079432859190662
4,44;10,198627746976229
4,45;10,403758951223365
4,46;10,605266502618697
4,47;10,702185765845996
4,48;10,58244420314031
4,49;10,644038241712831
4,5;10,901571188295799
4,51;12,07200707798281
4,5200000000000005;11,772363149704349
4,53;12,273726942508157
4,54;12,424160429708497
4,55;12,3826780276997
4,5600000000000005;11,248177884354575
4,57;10,681208572666112
4,58;10,642315158825907
4,59;10,662614743209437
4,6000000000000005;10,417270694237061
4,61;10,293050223249306
4,62;10,269132698854934
4,63;10,855703868640262
4,64;10,692552758117943
4,65;10,62676620632665
4,66;10,984920316333678
4,67;10,969164230586317
4,68;12,436135806856376
4,69;12,451542622460973
4,7;12,304602945680047
4,71;12,364662526299314
4,72;12,620555381449341
4,73;12,602003759452863
4,74;12,737981515772052
4,75;12,813741525632752
4,76;12,784342802925691
4,7700000000000005;12,56229171514079
4,78;10,400817469938989
4,79;10,480137187039547
4,8;10,632325130813232
4,8100000000000005;10,643145889170054
4,82;10,667924883985556
4,83;9,878196553357446
4,84;9,844607684280625
4,8500000000000005;9,827581133185243
4,86;10,027470820492814
4,87;9,659215456987917
4,88;9,729154959890298
4,89;10,406898554473539
4,9;11,538910537294758
4,91;11,869287539546526
4,92;12,19722105137903
4,93;12,858297094431222
4,94;13,765193409310832
4,95;14,138738120417347
4,96;14,211824418637082
4,97;13,994292433245274
4,98;13,106655903196074
4,99;12,264188733892603
5,;11,413058651185088
5,01;11,027315736928205
5,0200000000000005;10,322918473917746
5,03;10,170595071165614
5,04;10,193399386639515
5,05;10,547882990488521
5,0600000000000005;11,24974182129706
5,07;11,614204674001492
5,08;11,9839147751731
5,09;12,065843624406844
5,1000000000000005;12,18142968419674
5,11;12,246195831260929
5,12;12,290627165888251
5,13;12,405548147940067
5,14;10,644077631053767
5,15;10,67742242932822
5,16;12,631758782536503
5,17;13,455828557370214
5,18;13,844652241844592
5,19;14,00173634981393
5,2;13,01442504533051
5,21;12,04678978950313
5,22;11,131103599186781
5,23;11,114330360920466
5,24;10,284261762875023
5,25;9,47216363377934
5,26;9,376333920046191
5,2700000000000005;12,716243698252633
5,28;12,712783613920635
5,29;10,208331525565095
5,3;9,373408143134643
5,3100000000000005;8,817895196761054
5,32;8,86364198373512
5,33;9,839401732833247
5,34;12,567684744569114
5,3500000000000005;12,993606284240252
5,36;13,526941242299332
5,37;13,493307686742991
5,38;13,376365641798635
5,39;11,290552518024871
5,4;9,921482788507307
5,41;10,008311601185332
5,42;10,418092117201635
5,43;10,61299066262852
5,44;11,687466047722262
5,45;11,947206638293887
5,46;10,803411341682432
5,47;10,867248431682839
5,48;11,085962545007902
5,49;11,70368041781562
5,5;12,048156581425536
5,51;12,358848722984574
5,5200000000000005;12,56855604584807
5,53;12,405669131605395
5,54;10,46773727592848
5,55;10,411814149972669
5,5600000000000005;10,613733448002773
5,57;11,545967140194335
5,58;12,308146176038724
5,59;12,6399673138672
5,6000000000000005;13,086520518286342
5,61;13,177503215218897
5,62;13,048955239864632
5,63;12,302543959136651
5,64;10,642146864941
5,65;10,600611448250415
5,66;10,583489348480086
5,67;10,88895441918901
5,68;10,603826745372885
5,69;10,157104461851455
5,7;10,145926055126838
5,71;10,224295908652305
5,72;10,53862044656226
5,73;11,335231424383498
5,74;13,072824429632455
5,75;13,07745424577694
5,76;12,669551569199415
5,7700000000000005;12,00264570873231
5,78;13,55310207617425
5,79;13,50159887355287
5,8;13,623520754271313
5,8100000000000005;10,628161065679008
5,82;10,724683581337848
5,83;10,75207762168136
5,84;10,346990250684106
5,8500000000000005;10,0316200736174
5,86;10,041534324176485
5,87;10,529802825705792
5,88;11,555426905821014
5,89;11,842497663902703
5,9;11,488191086854878
5,91;11,168570217246451
5,92;11,178002027645562
5,93;11,206225745378472
5,94;11,469965045542393
5,95;12,335356217595246
5,96;12,282344849026266
5,97;12,106442705473116
5,98;12,104087609793291
5,99;12,356185442907615
6,;12,677442704523635
6,01;12,687678884987147
6,0200000000000005;11,111265181684303
6,03;11,15
6,04;11,136544515898445
6,05;10,524953744089833
6,0600000000000005;10,070372202109231
6,07;10,103827510559181
6,08;10,311473438924677
6,09;10,758574512928849
6,1000000000000005;10,784072956531897
6,11;10,920743515487034
6,12;11,49928084526889
6,13;11,25395769116159
6,140000000000001;10,976220321167853
6,15;10,922388726583488
6,16;11,04497669478589
6,17;12,291228605766756
6,18;13,43444965985252
6,19;13,643231914846682
6,2;13,677484698729158
6,21;13,415788052066095
6,22;12,586416303430036
6,23;12,245099263463
6,24;11,683950980336943
6,25;10,880208047519838
6,26;10,661597052237244
6,2700000000000005;10,723422360956075
6,28;10,926240074137466
6,29;11,108655230500267
6,3;11,270349212298528
6,3100000000000005;11,47064053971599
6,32;11,477937266071415
6,33;11,430213621798625
6,34;11,423274148841271
6,3500000000000005;11,502759624930752
6,36;11,643559678333189
6,37;11,328046109509136
6,38;11,480627555718218
6,390000000000001;12,636415067847825
6,4;12,909730715658071
6,41;12,924759820772586
6,42;12,671419918158767
6,43;12,01454555299582
6,44;11,16909073415447
6,45;10,780620186852978
6,46;10,784248954277352
6,47;10,978064932272394
6,48;11,224635056943713
6,49;11,010637875218482
6,5;10,979264767347102
6,51;10,986186955731966
6,5200000000000005;11,01043041936675
6,53;10,973526289725397
6,54;11,104180870580205
6,55;11,57368261032921
6,5600000000000005;11,222751135313931
6,57;11,176993313812899
6,58;12,507430630638975
6,59;12,725059603637426
6,6000000000000005;13,326611852437496
6,61;13,566012090557608
6,62;13,569368867616154
6,63;13,052423120661034
6,640000000000001;12,339657020547525
6,65;11,584588545114945
6,66;11,081621082265283
6,67;11,100888952980949
6,68;10,76425475633614
6,69;10,670958758253878
6,7;10,73129992597983
6,71;11,031454121510755
6,72;11,205174485725719
6,73;11,010509000525953
6,74;11,21541546732737
6,75;12,554309114662876
6,76;12,335641024558983
6,7700000000000005;12,361334999987543
6,78;12,373384945526496
6,79;12,10301214186601
6,8;12,149541050432568
6,8100000000000005;12,332610385466372
6,82;12,47189265184372
6,83;12,734131845810102
6,84;12,760539439550534
6,8500000000000005;12,585230498769898
6,86;11,10968865640928
6,87;10,894618567998732
6,88;10,50301400564009
6,890000000000001;10,46002662356294
6,9;10,835692075249055
6,91;10,25020720842492
6,92;10,323670058507389
6,93;10,694520825769134
6,94;11,140281617401612
6,95;11,286649227641288
6,96;10,932298923614814
6,97;10,835766077796146
6,98;10,84066451751771
6,99;12,270115340573547
7,;12,536789853101798
7,01;12,908809719840473
7,0200000000000005;13,125332010751396
7,03;13,447220064206709
7,04;13,428374454764768
7,05;12,845023193539385
7,0600000000000005;12,384046990859275
7,07;12,309182617142891
7,08;12,160013971027913
7,09;10,772589243101699
7,1000000000000005;10,840251091689394
7,11;10,83770552340006
7,12;10,775695372275344
7,13;10,585758229425887
7,140000000000001;10,649172667125919
7,15;11,112422833601084
7,16;12,202558421098393
7,17;12,409670031485804
7,18;12,920454513184968
7,19;13,216155751366859
7,2;13,179157206452304
7,21;13,02357089350653
7,22;12,265950765391812
7,23;11,906637811914482
7,24;10,59318584844656
7,25;10,696610366347818
7,26;12,176741161793702
7,2700000000000005;12,558640843342047
7,28;12,618746804396284
7,29;12,515358229864932
7,3;11,783208656317132
7,3100000000000005;11,402026959850392
7,32;10,738904413356936
7,33;10,446032220030673
7,34;10,389376430573929
7,3500000000000005;11,279163745673939
7,36;12,108807042732867
7,37;11,409805565518814
7,38;12,410842007792814
7,390000000000001;12,599868664521614
7,4;9,472008433495134
7,41;9,666937579481475
7,42;9,777506836437542
7,43;11,114546895270081
7,44;12,035228759030382
7,45;12,913638425125304
7,46;12,811629968575238
7,47;12,666203113611731
7,48;12,686317004741891
7,49;12,143673869256073
7,5;10,138707168953125
7,51;10,258679873445518
7,5200000000000005;10,412107121394493
7,53;10,908854868825662
7,54;10,397538593885418
7,55;10,332399277175877
7,5600000000000005;10,35346993758386
7,57;12,461550500170693
7,58;12,495084152950145
7,59;12,45862404719921
7,6000000000000005;12,033873310899478
7,61;12,172110710543656
7,62;12,361308538260085
7,63;12,337893886719202
7,640000000000001;12,41042340411713
7,65;12,419425074720436
7,66;12,242507006147761
7,67;12,36749960854334
7,68;12,332635357231263
7,69;11,722454313142451
7,7;10,910302218226814
7,71;11,026057781534634
7,72;11,840121355102783
7,73;11,81116748337894
7,74;11,058716821204284
7,75;12,101006870036686
7,76;11,15736192773735
7,7700000000000005;10,99448837188403
7,78;12,929995373932561
7,79;11,84881502497014
7,8;10,547270007611848
7,8100000000000005;10,775523570145845
7,82;10,030002116359867
7,83;9,72137216317448
7,84;9,963623157571082
7,8500000000000005;12,643805616569358
7,86;12,906584691000107
7,87;12,984394638588217
7,88;13,065249079333396
7,890000000000001;12,972222729773605
7,9;12,532113017475996
7,91;11,675708055572153
7,92;12,077021073232103
7,930000000000001;12,188445124402287
7,94;9,980002258207085
7,95;10,105766070293033
7,96;10,238675997514553
7,97;10,716996261450973
7,98;11,76537184367741
7,99;12,08513484579981
8,;12,57541486024555
8,01;12,562111317768164
8,02;12,299166602670551
8,03;12,004875601932918
8,040000000000001;10,408100679994153
8,05;11,227231972243507
8,06;12,818892085752353
8,07;12,81577713761815
8,08;12,594294080287005
8,09;11,150668394433048
8,1;12,659892633055787
8,11;12,541681331754898
8,120000000000001;12,378375527861584
8,13;11,578366081019773
8,14;10,895676576783634
8,15;10,24534158942528
8,16;10,383450285594856
8,17;10,895892550526849
8,18;10,436923034321529
8,19;10,414958682631232
8,2;10,298004222270013
8,21;10,035177447147495
8,22;10,044897187048347
8,23;10,152328706232343
8,24;10,62304645458388
8,25;10,941067077512958
8,26;12,368049423098055
8,27;12,284080235601936
8,28;12,310673497173093
8,290000000000001;12,8020450849144
8,3;12,824349596258195
8,31;12,538513358209432
8,32;12,355919650724744
8,33;12,343557035559396
8,34;12,129431830791022
8,35;12,112188500229216
8,36;11,607983297303985
8,370000000000001;10,48036453669853
8,38;10,389987206778446
8,39;10,425068921764225
8,4;11,707001223126028
8,41;10,434158838392756
8,42;10,157065282522266
8,43;13,010135382667151
8,44;12,821307694840637
8,45;12,338023442452634
8,46;12,774124434893608
8,47;12,877138614429278
8,48;12,186295097345369
8,49;12,212816637242899
8,5;12,196974410703923
8,51;11,95089763307249
8,52;11,965993959152334
8,53;12,06649123061428
8,540000000000001;12,124342775008515
8,55;12,414447687827836
8,56;12,528236120438093
8,57;10,59940217769543
8,58;10,644497805688887
8,59;10,47737660382053
8,6;10,177662127131677
8,61;10,1669416839182
8,620000000000001;10,40961316165312
8,63;10,82740303864126
8,64;10,226085710973269
8,65;12,822425595054462
8,66;13,227489836912953
8,67;13,433527987610692
8,68;9,747245805104457
8,69;8,80225250931008
8,700000000000001;9,36406489613139
8,71;13,177776345321512
8,72;13,074681224630469
8,73;12,773584722732824
8,74;12,879325788303003
8,75;12,502780214063309
8,76;11,724734275961916
8,77;11,692988641526252
8,78;11,544152501808938
8,790000000000001;10,104269936550773
8,8;9,829191829569952
8,81;9,984014252372338
8,82;10,85221446799783
8,83;11,262052162909326
8,84;11,645871957282306
8,85;10,584598267196606
8,86;10,613547103081089
8,870000000000001;12,263573850806226
8,88;12,159962617826759
8,89;12,036355460606408
8,9;11,445711452700307
8,91;10,670533694479689
8,92;11,544641264277423
8,93;13,09807492029285
8,94;13,072394107124
8,950000000000001;12,740422939366614
8,96;12,118081061946823
8,97;12,017717401743955
8,98;12,20275196323777
8,99;12,238928936956967
9,;10,235770309334756
9,01;9,97517034738262
9,02;10,131062266102873
9,03;12,0153898321265
9,040000000000001;11,914020266786713
9,05;11,373245580140807
9,06;11,133453871451579
9,07;11,595579446627154
9,08;12,293331910507309
9,09;12,784370477461705
9,1;12,783221516546828
9,11;12,79801149912127
9,120000000000001;12,361877431376808
9,13;11,186110631761924
9,14;9,720017593139753
9,15;9,713125134652964
9,16;10,086465809558002
9,17;9,835669691941396
9,18;10,3324503033973
9,19;11,927441131864871
9,200000000000001;12,151227423796898
9,21;12,256731023239606
9,22;10,613013634376465
9,23;10,384879620148011
9,24;10,48872219618976
9,25;10,85957348564213
9,26;10,842822339813269
9,27;10,931705022466524
9,28;11,711231276825373
9,290000000000001;11,542113980605711
9,3;11,234387809090919
9,31;11,121220410488077
9,32;11,80728110824759
9,33;11,873518528499462
9,34;11,796828743156189
9,35;11,675820937827368
9,36;11,544322536973079
9,370000000000001;11,983652364543175
9,38;12,011902501596579
9,39;11,95228159939954
9,4;11,92411537829446
9,41;11,905373573462159
9,42;11,483700844940282
9,43;10,7105823061978
9,44;9,84072891447646
9,450000000000001;10,042865837202559
9,46;10,645602510116547
9,47;9,599160699206308
9,48;9,642335142463374
9,49;9,670716280125157
9,5;10,11948249285734
9,51;10,240848101910226
9,52;10,302853473193077
9,53;10,653239949384139
9,540000000000001;10,44553140451193
9,55;10,375344647594842
9,56;10,865367313859478
9,57;11,368771708495421
9,58;12,518314679271294
9,59;12,982938731642584
9,6;13,064572588885904
9,61;13,006033046659708
9,620000000000001;12,385935551037754
9,63;12,171392658668042
9,64;12,178477918589364
9,65;12,190805986318416
9,66;11,839962516280647
9,67;10,867885652676312
9,68;10,73371456651031
9,69;10,729402784971871
9,700000000000001;10,654652303070996
9,71;10,586587026368383
9,72;10,608111731174873
9,73;10,680116304190928
9,74;11,364165654936462
9,75;11,259286971575007
9,76;10,67990388544101
9,77;10,527180480392003
9,78;10,646659278191224
9,790000000000001;10,914921870047483
9,8;11,191938613941964
9,81;12,223398484794343
9,82;12,427474967872213
9,83;11,783923497372001
9,84;11,99668685583169
9,85;12,397371373161349
9,86;12,428542315123067
9,870000000000001;12,10581011070422
9,88;11,023167575652993
9,89;11,67138385545964
9,9;11,066110278454012
9,91;10,09408306495597
9,92;9,927681983941614
9,93;12,573867904391603
9,94;12,257577209416795
9,950000000000001;9,740642092654573
9,96;9,783454321150455
9,97;11,80107635490702
9,98;12,143899295014823
9,99;10,803940681024397
10,;10,855066061228243
10,01;10,998916435005402
10,02;11,065637169549728
10,03;11,135334995213608
10,040000000000001;11,060803892395652
10,05;11,065523025006199
10,06;11,060883375827288
10,07;11,15
